"School Year","Division Number","Division Name","School Number","School Name","Subject","Race","Gender","Disadvantaged","English Learner","Migrant","Homeless","Military","Foster Care","Disabled","Test Source","Pass Rate"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","Hispanic","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","Hispanic","M","N","N","N","N","N","N","N","SOL","81.82"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","Hispanic","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","Hispanic","M","N","N","N","N","N","N","N","SOL","93.75"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Reading","Hispanic","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Writing","Hispanic","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","Hispanic","F","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","Hispanic","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","Hispanic","F","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","Hispanic","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","Hispanic","M","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Reading","Hispanic","M","N","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Writing","Hispanic","M","N","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","Hispanic","M","N","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","Hispanic","M","N","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","Hispanic","M","N","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Reading","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Reading","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","98.90"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Writing","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Writing","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","98.96"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","94.01"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","95.56"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","88.35"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","83.62"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","93.96"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","95.83"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Reading","White, not of Hispanic origin","F","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Reading","White, not of Hispanic origin","M","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Writing","White, not of Hispanic origin","F","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Writing","White, not of Hispanic origin","M","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","White, not of Hispanic origin","F","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","White, not of Hispanic origin","M","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","White, not of Hispanic origin","F","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","White, not of Hispanic origin","M","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","White, not of Hispanic origin","F","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","White, not of Hispanic origin","M","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Reading","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Reading","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Writing","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Writing","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL","50.00"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL","71.43"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL","55.56"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL","61.54"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL","68.18"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL","60.00"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Reading","Native Hawaiian  or Pacific Islander","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Writing","Native Hawaiian  or Pacific Islander","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","Native Hawaiian  or Pacific Islander","M","N","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","Native Hawaiian  or Pacific Islander","M","N","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","Native Hawaiian  or Pacific Islander","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Reading","Non-Hispanic, two or more races","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Reading","Non-Hispanic, two or more races","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Writing","Non-Hispanic, two or more races","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Writing","Non-Hispanic, two or more races","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","Non-Hispanic, two or more races","F","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","Non-Hispanic, two or more races","M","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","Non-Hispanic, two or more races","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","Non-Hispanic, two or more races","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","Non-Hispanic, two or more races","F","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","Non-Hispanic, two or more races","M","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Reading","Non-Hispanic, two or more races","M","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Writing","Non-Hispanic, two or more races","M","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","Non-Hispanic, two or more races","M","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Reading","Asian","F","Y","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Reading","Asian","M","Y","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Writing","Asian","F","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","Asian","F","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","Asian","M","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Writing","Black, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","Black, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","Black, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","Black, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","Black, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","Black, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","Black, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Reading","Black, not of Hispanic origin","F","Y","N","N","N","N","Y","N","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Writing","Black, not of Hispanic origin","F","Y","N","N","N","N","Y","N","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","Black, not of Hispanic origin","F","Y","N","N","N","N","Y","N","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Reading","Black, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","Black, not of Hispanic origin","F","Y","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","Black, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","Black, not of Hispanic origin","F","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","Black, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","Black, not of Hispanic origin","F","Y","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","Black, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Reading","Hispanic","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Writing","Hispanic","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","Hispanic","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","Hispanic","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","Hispanic","M","Y","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","Hispanic","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","Hispanic","M","Y","N","N","N","N","N","N","SOL",">50"
