ID,Category,Total,With State Certification
510126000559,Classroom teachers in their second year of teaching,0.03,
510126000559,Teachers absent more than 10 days of the school year,0.49,
510126000559,Teachers employed during current school year,1.07,
510126000559,Teachers employed during both the current and previous school year,0.92,
510126000559,High-School Counselors,1,
510126000559,Total enrollment,,
510126000560,Classroom Teachers,1,0.88
510126000560,Classroom teachers in their first year of teaching,0.11,
510126000560,Classroom teachers in their second year of teaching,0.16,
510126000560,Teachers absent more than 10 days of the school year,0.23,
510126000560,Teachers employed during current school year,1.02,
510126000560,Teachers employed during both the current and previous school year,0.81,
510126000560,High-School Counselors,1,
510126000560,Total enrollment,,
510126000561,Classroom Teachers,1,0.94
510126000561,Classroom teachers in their first year of teaching,0.02,
510126000561,Classroom teachers in their second year of teaching,0.05,
510126000561,Teachers absent more than 10 days of the school year,0.33,
510126000561,Teachers employed during current school year,1.04,
510126000561,Teachers employed during both the current and previous school year,0.94,
510126000561,High-School Counselors,1,
510126000561,Total enrollment,,
510126000562,Classroom Teachers,1,1
510126000562,Classroom teachers in their first year of teaching,0.01,
510126000562,Classroom teachers in their second year of teaching,0.03,
510126000562,Teachers absent more than 10 days of the school year,0.33,
510126000562,Teachers employed during current school year,1.04,
510126000562,Teachers employed during both the current and previous school year,0.91,
510126000562,High-School Counselors,1,
510126000562,Total enrollment,,
510126000566,Classroom Teachers,1,0.92
510126000566,Classroom teachers in their first year of teaching,0.05,
510126000566,Classroom teachers in their second year of teaching,0.05,
510126000566,Teachers absent more than 10 days of the school year,0.36,
510126000566,Teachers employed during current school year,1.06,
510126000566,Teachers employed during both the current and previous school year,0.86,
510126000566,High-School Counselors,1,
510126000566,Total enrollment,,
510126000567,Classroom Teachers,1,0.95
510126000567,Classroom teachers in their first year of teaching,0.07,
510126000567,Classroom teachers in their second year of teaching,0,
510126000567,Teachers absent more than 10 days of the school year,0.35,
510126000567,Teachers employed during current school year,1.04,
510126000567,Teachers employed during both the current and previous school year,0.95,
510126000567,High-School Counselors,1,
510126000567,Total enrollment,,
510126000568,Classroom Teachers,1,0.92
510126000568,Classroom teachers in their first year of teaching,0.02,
510126000568,Classroom teachers in their second year of teaching,0.08,
510126000568,Teachers absent more than 10 days of the school year,0.29,
510126000568,Teachers employed during current school year,1.01,
510126000568,Teachers employed during both the current and previous school year,0.83,
510126000568,High-School Counselors,1,
510126000568,Total enrollment,,
510126000569,Classroom Teachers,1,0.94
510126000569,Classroom teachers in their first year of teaching,0,
510126000569,Classroom teachers in their second year of teaching,0.06,
510126000569,Teachers absent more than 10 days of the school year,0.18,
510126000569,Teachers employed during current school year,1.03,
510126000569,Teachers employed during both the current and previous school year,0.94,
510126000569,High-School Counselors,1,
510126000569,Total enrollment,,
510186000783,Classroom Teachers,1,1
510186000783,Classroom teachers in their first year of teaching,0.13,
510186000783,Classroom teachers in their second year of teaching,0.04,
510186000783,Teachers absent more than 10 days of the school year,0.11,
510186000783,Teachers employed during current school year,1,
510186000783,Teachers employed during both the current and previous school year,1.96,
510186000783,High-School Counselors,1,
510186000783,Total enrollment,,
510186000785,Classroom Teachers,1,1
510186000785,Classroom teachers in their first year of teaching,0.06,
510186000785,Classroom teachers in their second year of teaching,0.06,
510186000785,Teachers absent more than 10 days of the school year,0.06,
510186000785,Teachers employed during current school year,1,
510186000785,Teachers employed during both the current and previous school year,1.92,
510186000785,High-School Counselors,1,
510186000785,Total enrollment,,
510186000787,Classroom Teachers,1,1
510186000787,Classroom teachers in their first year of teaching,0.02,
510186000787,Classroom teachers in their second year of teaching,0.1,
510186000787,Teachers absent more than 10 days of the school year,0.18,
510186000787,Teachers employed during current school year,1,
510186000787,Teachers employed during both the current and previous school year,2,
510186000787,High-School Counselors,1,
510186000787,Total enrollment,,
510186002150,Classroom Teachers,1,1
510186002150,Classroom teachers in their first year of teaching,0.07,
510186002150,Classroom teachers in their second year of teaching,0.1,
510186002150,Teachers absent more than 10 days of the school year,0.14,
510186002150,Teachers employed during current school year,1,
510186002150,Teachers employed during both the current and previous school year,2.01,
510186002150,High-School Counselors,1,
510186002150,Total enrollment,,
510186002761,Classroom Teachers,1,1
510186002761,Classroom teachers in their first year of teaching,0.04,
510186002761,Classroom teachers in their second year of teaching,0.06,
510186002761,Teachers absent more than 10 days of the school year,0.17,
510186002761,Teachers employed during current school year,1,
510186002761,Teachers employed during both the current and previous school year,1.83,
510186002761,High-School Counselors,1,
510186002761,Total enrollment,,
510186002766,Classroom Teachers,1,1
510186002766,Classroom teachers in their first year of teaching,0.13,
510186002766,Classroom teachers in their second year of teaching,0.14,
510186002766,Teachers absent more than 10 days of the school year,0.07,
510186002766,Teachers employed during current school year,1,
510186002766,Teachers employed during both the current and previous school year,1.78,
510186002766,High-School Counselors,1,
510186002766,Total enrollment,,
510189000123,Classroom Teachers,1,1
510189000123,Classroom teachers in their first year of teaching,0.04,
